"sector","discount_rate","trial","scghg"
"cromar_mortality","1.5% Ramsey",1,1825
"cromar_mortality","1.5% Ramsey",2,2486
"cromar_mortality","1.5% Ramsey",3,1058
"cromar_mortality","1.5% Ramsey",4,2099
"cromar_mortality","1.5% Ramsey",5,2722
"cromar_mortality","1.5% Ramsey",6,1142
"cromar_mortality","1.5% Ramsey",7,3163
"cromar_mortality","1.5% Ramsey",8,2169
"cromar_mortality","1.5% Ramsey",9,1084
"cromar_mortality","1.5% Ramsey",10,1151
"cromar_mortality","1.5% Ramsey",11,1541
"cromar_mortality","1.5% Ramsey",12,3325
"cromar_mortality","1.5% Ramsey",13,3779
"cromar_mortality","1.5% Ramsey",14,891
"cromar_mortality","1.5% Ramsey",15,1548
"cromar_mortality","1.5% Ramsey",16,1228
"cromar_mortality","1.5% Ramsey",17,2089
"cromar_mortality","1.5% Ramsey",18,2000
"cromar_mortality","1.5% Ramsey",19,1982
"cromar_mortality","1.5% Ramsey",20,2717
"cromar_mortality","1.5% Ramsey",21,1418
"cromar_mortality","1.5% Ramsey",22,1827
"cromar_mortality","1.5% Ramsey",23,1561
"cromar_mortality","1.5% Ramsey",24,1461
"cromar_mortality","1.5% Ramsey",25,550
"cromar_mortality","1.5% Ramsey",26,1251
"cromar_mortality","1.5% Ramsey",27,3011
"cromar_mortality","1.5% Ramsey",28,1914
"cromar_mortality","1.5% Ramsey",29,1405
"cromar_mortality","1.5% Ramsey",30,2648
"cromar_mortality","1.5% Ramsey",31,2576
"cromar_mortality","1.5% Ramsey",32,1628
"cromar_mortality","1.5% Ramsey",33,1734
"cromar_mortality","1.5% Ramsey",34,1521
"cromar_mortality","1.5% Ramsey",35,1396
"cromar_mortality","1.5% Ramsey",36,2397
"cromar_mortality","1.5% Ramsey",37,1893
"cromar_mortality","1.5% Ramsey",38,2995
"cromar_mortality","1.5% Ramsey",39,3194
"cromar_mortality","1.5% Ramsey",40,1265
"cromar_mortality","1.5% Ramsey",41,2509
"cromar_mortality","1.5% Ramsey",42,1562
"cromar_mortality","1.5% Ramsey",43,2440
"cromar_mortality","1.5% Ramsey",44,3181
"cromar_mortality","1.5% Ramsey",45,1945
"cromar_mortality","1.5% Ramsey",46,1074
"cromar_mortality","1.5% Ramsey",47,1279
"cromar_mortality","1.5% Ramsey",48,1202
"cromar_mortality","1.5% Ramsey",49,1940
"cromar_mortality","1.5% Ramsey",50,1208
"cromar_mortality","1.5% Ramsey",51,1484
"cromar_mortality","1.5% Ramsey",52,2115
"cromar_mortality","1.5% Ramsey",53,1649
"cromar_mortality","1.5% Ramsey",54,1664
"cromar_mortality","1.5% Ramsey",55,1962
"cromar_mortality","1.5% Ramsey",56,1800
"cromar_mortality","1.5% Ramsey",57,2049
"cromar_mortality","1.5% Ramsey",58,1843
"cromar_mortality","1.5% Ramsey",59,1351
"cromar_mortality","1.5% Ramsey",60,1974
"cromar_mortality","1.5% Ramsey",61,1890
"cromar_mortality","1.5% Ramsey",62,1936
"cromar_mortality","1.5% Ramsey",63,1399
"cromar_mortality","1.5% Ramsey",64,1326
"cromar_mortality","1.5% Ramsey",65,1405
"cromar_mortality","1.5% Ramsey",66,1698
"cromar_mortality","1.5% Ramsey",67,1245
"cromar_mortality","1.5% Ramsey",68,1842
"cromar_mortality","1.5% Ramsey",69,2225
"cromar_mortality","1.5% Ramsey",70,1543
"cromar_mortality","1.5% Ramsey",71,2744
"cromar_mortality","1.5% Ramsey",72,3303
