"sector","discount_rate","trial","scghg"
"cromar_mortality","1.5% Ramsey",1,113
"cromar_mortality","1.5% Ramsey",2,250
"cromar_mortality","1.5% Ramsey",3,109
"cromar_mortality","1.5% Ramsey",4,139
"cromar_mortality","1.5% Ramsey",5,198
"cromar_mortality","1.5% Ramsey",6,158
"cromar_mortality","1.5% Ramsey",7,300
"cromar_mortality","1.5% Ramsey",8,225
"cromar_mortality","1.5% Ramsey",9,79
"cromar_mortality","1.5% Ramsey",10,107
"cromar_mortality","1.5% Ramsey",11,101
"cromar_mortality","1.5% Ramsey",12,278
"cromar_mortality","1.5% Ramsey",13,219
"cromar_mortality","1.5% Ramsey",14,76
"cromar_mortality","1.5% Ramsey",15,122
"cromar_mortality","1.5% Ramsey",16,97
"cromar_mortality","1.5% Ramsey",17,203
"cromar_mortality","1.5% Ramsey",18,159
"cromar_mortality","1.5% Ramsey",19,190
"cromar_mortality","1.5% Ramsey",20,194
"cromar_mortality","1.5% Ramsey",21,105
"cromar_mortality","1.5% Ramsey",22,133
"cromar_mortality","1.5% Ramsey",23,180
"cromar_mortality","1.5% Ramsey",24,128
"cromar_mortality","1.5% Ramsey",25,57
"cromar_mortality","1.5% Ramsey",26,132
"cromar_mortality","1.5% Ramsey",27,270
"cromar_mortality","1.5% Ramsey",28,204
"cromar_mortality","1.5% Ramsey",29,123
"cromar_mortality","1.5% Ramsey",30,146
"cromar_mortality","1.5% Ramsey",31,200
"cromar_mortality","1.5% Ramsey",32,140
"cromar_mortality","1.5% Ramsey",33,246
"cromar_mortality","1.5% Ramsey",34,130
"cromar_mortality","1.5% Ramsey",35,117
"cromar_mortality","1.5% Ramsey",36,210
"cromar_mortality","1.5% Ramsey",37,142
"cromar_mortality","1.5% Ramsey",38,270
"cromar_mortality","1.5% Ramsey",39,207
"cromar_mortality","1.5% Ramsey",40,84
"cromar_mortality","1.5% Ramsey",41,172
"cromar_mortality","1.5% Ramsey",42,152
"cromar_mortality","1.5% Ramsey",43,162
"cromar_mortality","1.5% Ramsey",44,292
"cromar_mortality","1.5% Ramsey",45,206
"cromar_mortality","1.5% Ramsey",46,122
"cromar_mortality","1.5% Ramsey",47,78
"cromar_mortality","1.5% Ramsey",48,112
"cromar_mortality","1.5% Ramsey",49,155
"cromar_mortality","1.5% Ramsey",50,111
"cromar_mortality","1.5% Ramsey",51,121
"cromar_mortality","1.5% Ramsey",52,147
"cromar_mortality","1.5% Ramsey",53,103
"cromar_mortality","1.5% Ramsey",54,109
"cromar_mortality","1.5% Ramsey",55,108
"cromar_mortality","1.5% Ramsey",56,166
"cromar_mortality","1.5% Ramsey",57,245
"cromar_mortality","1.5% Ramsey",58,171
"cromar_mortality","1.5% Ramsey",59,124
"cromar_mortality","1.5% Ramsey",60,159
"cromar_mortality","1.5% Ramsey",61,194
"cromar_mortality","1.5% Ramsey",62,294
"cromar_mortality","1.5% Ramsey",63,94
"cromar_mortality","1.5% Ramsey",64,72
"cromar_mortality","1.5% Ramsey",65,100
"cromar_mortality","1.5% Ramsey",66,119
"cromar_mortality","1.5% Ramsey",67,100
"cromar_mortality","1.5% Ramsey",68,142
"cromar_mortality","1.5% Ramsey",69,161
"cromar_mortality","1.5% Ramsey",70,141
"cromar_mortality","1.5% Ramsey",71,227
"cromar_mortality","1.5% Ramsey",72,264
"cromar_mortality","1.5% Ramsey",73,173
"cromar_mortality","1.5% Ramsey",74,105
"cromar_mortality","1.5% Ramsey",75,115
"cromar_mortality","1.5% Ramsey",76,162
"cromar_mortality","1.5% Ramsey",77,69
"cromar_mortality","1.5% Ramsey",78,187
"cromar_mortality","1.5% Ramsey",79,78
"cromar_mortality","1.5% Ramsey",80,45
"cromar_mortality","1.5% Ramsey",81,171
"cromar_mortality","1.5% Ramsey",82,67
"cromar_mortality","1.5% Ramsey",83,97
"cromar_mortality","1.5% Ramsey",84,99
"cromar_mortality","1.5% Ramsey",85,183
"cromar_mortality","1.5% Ramsey",86,110
"cromar_mortality","1.5% Ramsey",87,130
"cromar_mortality","1.5% Ramsey",88,149
"cromar_mortality","1.5% Ramsey",89,142
"cromar_mortality","1.5% Ramsey",90,152
"cromar_mortality","1.5% Ramsey",91,147
"cromar_mortality","1.5% Ramsey",92,102
"cromar_mortality","1.5% Ramsey",93,111
"cromar_mortality","1.5% Ramsey",94,55
"cromar_mortality","1.5% Ramsey",95,124
"cromar_mortality","1.5% Ramsey",96,97
"cromar_mortality","1.5% Ramsey",97,238
"cromar_mortality","1.5% Ramsey",98,84
"cromar_mortality","1.5% Ramsey",99,133
"cromar_mortality","1.5% Ramsey",100,87
"cromar_mortality","1.5% Ramsey",101,95
"cromar_mortality","1.5% Ramsey",102,66
"cromar_mortality","1.5% Ramsey",103,113
"cromar_mortality","1.5% Ramsey",104,165
"cromar_mortality","1.5% Ramsey",105,209
"cromar_mortality","1.5% Ramsey",106,157
"cromar_mortality","1.5% Ramsey",107,170
"cromar_mortality","1.5% Ramsey",108,86
"cromar_mortality","1.5% Ramsey",109,157
"cromar_mortality","1.5% Ramsey",110,186
"cromar_mortality","1.5% Ramsey",111,125
"cromar_mortality","1.5% Ramsey",112,170
"cromar_mortality","1.5% Ramsey",113,147
"cromar_mortality","1.5% Ramsey",114,143
"cromar_mortality","1.5% Ramsey",115,535
"cromar_mortality","1.5% Ramsey",116,116
"cromar_mortality","1.5% Ramsey",117,246
"cromar_mortality","1.5% Ramsey",118,144
"cromar_mortality","1.5% Ramsey",119,294
"cromar_mortality","1.5% Ramsey",120,218
"cromar_mortality","1.5% Ramsey",121,136
"cromar_mortality","1.5% Ramsey",122,99
"cromar_mortality","1.5% Ramsey",123,148
"cromar_mortality","1.5% Ramsey",124,161
"cromar_mortality","1.5% Ramsey",125,212
"cromar_mortality","1.5% Ramsey",126,101
"cromar_mortality","1.5% Ramsey",127,128
"cromar_mortality","1.5% Ramsey",128,146
"cromar_mortality","1.5% Ramsey",129,143
"cromar_mortality","1.5% Ramsey",130,89
"cromar_mortality","1.5% Ramsey",131,125
"cromar_mortality","1.5% Ramsey",132,13
"cromar_mortality","1.5% Ramsey",133,120
"cromar_mortality","1.5% Ramsey",134,99
"cromar_mortality","1.5% Ramsey",135,163
"cromar_mortality","1.5% Ramsey",136,262
"cromar_mortality","1.5% Ramsey",137,121
"cromar_mortality","1.5% Ramsey",138,110
"cromar_mortality","1.5% Ramsey",139,119
"cromar_mortality","1.5% Ramsey",140,152
"cromar_mortality","1.5% Ramsey",141,187
"cromar_mortality","1.5% Ramsey",142,120
"cromar_mortality","1.5% Ramsey",143,65
"cromar_mortality","1.5% Ramsey",144,241
"cromar_mortality","1.5% Ramsey",145,184
"cromar_mortality","1.5% Ramsey",146,83
"cromar_mortality","1.5% Ramsey",147,181
"cromar_mortality","1.5% Ramsey",148,318
"cromar_mortality","1.5% Ramsey",149,252
"cromar_mortality","1.5% Ramsey",150,80
"cromar_mortality","1.5% Ramsey",151,168
"cromar_mortality","1.5% Ramsey",152,236
"cromar_mortality","1.5% Ramsey",153,160
"cromar_mortality","1.5% Ramsey",154,227
"cromar_mortality","1.5% Ramsey",155,149
"cromar_mortality","1.5% Ramsey",156,133
"cromar_mortality","1.5% Ramsey",157,124
"cromar_mortality","1.5% Ramsey",158,73
"cromar_mortality","1.5% Ramsey",159,194
"cromar_mortality","1.5% Ramsey",160,104
"cromar_mortality","1.5% Ramsey",161,93
"cromar_mortality","1.5% Ramsey",162,154
"cromar_mortality","1.5% Ramsey",163,137
"cromar_mortality","1.5% Ramsey",164,166
"cromar_mortality","1.5% Ramsey",165,84
"cromar_mortality","1.5% Ramsey",166,59
"cromar_mortality","1.5% Ramsey",167,83
"cromar_mortality","1.5% Ramsey",168,349
"cromar_mortality","1.5% Ramsey",169,276
"cromar_mortality","1.5% Ramsey",170,114
"cromar_mortality","1.5% Ramsey",171,36
"cromar_mortality","1.5% Ramsey",172,487
"cromar_mortality","1.5% Ramsey",173,130
"cromar_mortality","1.5% Ramsey",174,194
"cromar_mortality","1.5% Ramsey",175,109
"cromar_mortality","1.5% Ramsey",176,64
"cromar_mortality","1.5% Ramsey",177,248
"cromar_mortality","1.5% Ramsey",178,388
"cromar_mortality","1.5% Ramsey",179,112
"cromar_mortality","1.5% Ramsey",180,110
"cromar_mortality","1.5% Ramsey",181,120
"cromar_mortality","1.5% Ramsey",182,135
"cromar_mortality","1.5% Ramsey",183,137
"cromar_mortality","1.5% Ramsey",184,71
"cromar_mortality","1.5% Ramsey",185,213
"cromar_mortality","1.5% Ramsey",186,77
"cromar_mortality","1.5% Ramsey",187,90
"cromar_mortality","1.5% Ramsey",188,96
"cromar_mortality","1.5% Ramsey",189,124
"cromar_mortality","1.5% Ramsey",190,135
"cromar_mortality","1.5% Ramsey",191,123
"cromar_mortality","1.5% Ramsey",192,264
"cromar_mortality","1.5% Ramsey",193,61
"cromar_mortality","1.5% Ramsey",194,133
"cromar_mortality","1.5% Ramsey",195,158
"cromar_mortality","1.5% Ramsey",196,117
"cromar_mortality","1.5% Ramsey",197,66
"cromar_mortality","1.5% Ramsey",198,128
"cromar_mortality","1.5% Ramsey",199,91
"cromar_mortality","1.5% Ramsey",200,236
"cromar_mortality","1.5% Ramsey",201,111
"cromar_mortality","1.5% Ramsey",202,113
"cromar_mortality","1.5% Ramsey",203,119
"cromar_mortality","1.5% Ramsey",204,195
"cromar_mortality","1.5% Ramsey",205,153
"cromar_mortality","1.5% Ramsey",206,198
"cromar_mortality","1.5% Ramsey",207,148
"cromar_mortality","1.5% Ramsey",208,129
"cromar_mortality","1.5% Ramsey",209,129
"cromar_mortality","1.5% Ramsey",210,89
"cromar_mortality","1.5% Ramsey",211,131
"cromar_mortality","1.5% Ramsey",212,98
"cromar_mortality","1.5% Ramsey",213,159
"cromar_mortality","1.5% Ramsey",214,139
"cromar_mortality","1.5% Ramsey",215,120
"cromar_mortality","1.5% Ramsey",216,151
"cromar_mortality","1.5% Ramsey",217,72
"cromar_mortality","1.5% Ramsey",218,249
"cromar_mortality","1.5% Ramsey",219,83
"cromar_mortality","1.5% Ramsey",220,199
"cromar_mortality","1.5% Ramsey",221,182
"cromar_mortality","1.5% Ramsey",222,130
"cromar_mortality","1.5% Ramsey",223,46
"cromar_mortality","1.5% Ramsey",224,117
"cromar_mortality","1.5% Ramsey",225,88
"cromar_mortality","1.5% Ramsey",226,131
"cromar_mortality","1.5% Ramsey",227,213
"cromar_mortality","1.5% Ramsey",228,97
"cromar_mortality","1.5% Ramsey",229,222
"cromar_mortality","1.5% Ramsey",230,364
"cromar_mortality","1.5% Ramsey",231,127
"cromar_mortality","1.5% Ramsey",232,111
"cromar_mortality","1.5% Ramsey",233,84
"cromar_mortality","1.5% Ramsey",234,254
"cromar_mortality","1.5% Ramsey",235,101
"cromar_mortality","1.5% Ramsey",236,274
"cromar_mortality","1.5% Ramsey",237,159
"cromar_mortality","1.5% Ramsey",238,132
"cromar_mortality","1.5% Ramsey",239,188
"cromar_mortality","1.5% Ramsey",240,163
"cromar_mortality","1.5% Ramsey",241,125
"cromar_mortality","1.5% Ramsey",242,107
"cromar_mortality","1.5% Ramsey",243,195
"cromar_mortality","1.5% Ramsey",244,73
"cromar_mortality","1.5% Ramsey",245,143
"cromar_mortality","1.5% Ramsey",246,274
"cromar_mortality","1.5% Ramsey",247,141
"cromar_mortality","1.5% Ramsey",248,152
"cromar_mortality","1.5% Ramsey",249,261
"cromar_mortality","1.5% Ramsey",250,169
"cromar_mortality","1.5% Ramsey",251,106
"cromar_mortality","1.5% Ramsey",252,137
"cromar_mortality","1.5% Ramsey",253,101
"cromar_mortality","1.5% Ramsey",254,213
"cromar_mortality","1.5% Ramsey",255,90
"cromar_mortality","1.5% Ramsey",256,277
"cromar_mortality","1.5% Ramsey",257,178
"cromar_mortality","1.5% Ramsey",258,159
"cromar_mortality","1.5% Ramsey",259,109
"cromar_mortality","1.5% Ramsey",260,103
"cromar_mortality","1.5% Ramsey",261,211
"cromar_mortality","1.5% Ramsey",262,219
"cromar_mortality","1.5% Ramsey",263,205
"cromar_mortality","1.5% Ramsey",264,157
"cromar_mortality","1.5% Ramsey",265,144
"cromar_mortality","1.5% Ramsey",266,130
"cromar_mortality","1.5% Ramsey",267,180
"cromar_mortality","1.5% Ramsey",268,116
"cromar_mortality","1.5% Ramsey",269,123
"cromar_mortality","1.5% Ramsey",270,141
"cromar_mortality","1.5% Ramsey",271,128
"cromar_mortality","1.5% Ramsey",272,170
"cromar_mortality","1.5% Ramsey",273,191
"cromar_mortality","1.5% Ramsey",274,175
"cromar_mortality","1.5% Ramsey",275,127
"cromar_mortality","1.5% Ramsey",276,63
"cromar_mortality","1.5% Ramsey",277,281
"cromar_mortality","1.5% Ramsey",278,161
"cromar_mortality","1.5% Ramsey",279,179
"cromar_mortality","1.5% Ramsey",280,75
"cromar_mortality","1.5% Ramsey",281,187
"cromar_mortality","1.5% Ramsey",282,155
"cromar_mortality","1.5% Ramsey",283,258
"cromar_mortality","1.5% Ramsey",284,124
"cromar_mortality","1.5% Ramsey",285,137
"cromar_mortality","1.5% Ramsey",286,159
"cromar_mortality","1.5% Ramsey",287,66
"cromar_mortality","1.5% Ramsey",288,109
"cromar_mortality","1.5% Ramsey",289,252
"cromar_mortality","1.5% Ramsey",290,189
"cromar_mortality","1.5% Ramsey",291,160
"cromar_mortality","1.5% Ramsey",292,180
"cromar_mortality","1.5% Ramsey",293,174
"cromar_mortality","1.5% Ramsey",294,224
"cromar_mortality","1.5% Ramsey",295,101
"cromar_mortality","1.5% Ramsey",296,159
"cromar_mortality","1.5% Ramsey",297,228
"cromar_mortality","1.5% Ramsey",298,158
"cromar_mortality","1.5% Ramsey",299,149
"cromar_mortality","1.5% Ramsey",300,128
"cromar_mortality","1.5% Ramsey",301,137
"cromar_mortality","1.5% Ramsey",302,109
