"sector","discount_rate","trial","scghg"
"cromar_mortality","1.5% Ramsey",1,58080
"cromar_mortality","1.5% Ramsey",2,104762
"cromar_mortality","1.5% Ramsey",3,43450
"cromar_mortality","1.5% Ramsey",4,83933
"cromar_mortality","1.5% Ramsey",5,116716
"cromar_mortality","1.5% Ramsey",6,64205
"cromar_mortality","1.5% Ramsey",7,143226
"cromar_mortality","1.5% Ramsey",8,105744
"cromar_mortality","1.5% Ramsey",9,33364
"cromar_mortality","1.5% Ramsey",10,62793
"cromar_mortality","1.5% Ramsey",11,77226
"cromar_mortality","1.5% Ramsey",12,158262
"cromar_mortality","1.5% Ramsey",13,115083
"cromar_mortality","1.5% Ramsey",14,31283
"cromar_mortality","1.5% Ramsey",15,62350
"cromar_mortality","1.5% Ramsey",16,53422
"cromar_mortality","1.5% Ramsey",17,67006
"cromar_mortality","1.5% Ramsey",18,70911
"cromar_mortality","1.5% Ramsey",19,72671
"cromar_mortality","1.5% Ramsey",20,83547
"cromar_mortality","1.5% Ramsey",21,49527
"cromar_mortality","1.5% Ramsey",22,72348
"cromar_mortality","1.5% Ramsey",23,86352
"cromar_mortality","1.5% Ramsey",24,49834
"cromar_mortality","1.5% Ramsey",25,27118
"cromar_mortality","1.5% Ramsey",26,57605
"cromar_mortality","1.5% Ramsey",27,134393
"cromar_mortality","1.5% Ramsey",28,99382
"cromar_mortality","1.5% Ramsey",29,45198
"cromar_mortality","1.5% Ramsey",30,80237
"cromar_mortality","1.5% Ramsey",31,102627
"cromar_mortality","1.5% Ramsey",32,55200
"cromar_mortality","1.5% Ramsey",33,115520
"cromar_mortality","1.5% Ramsey",34,62315
"cromar_mortality","1.5% Ramsey",35,71718
"cromar_mortality","1.5% Ramsey",36,96506
"cromar_mortality","1.5% Ramsey",37,47336
"cromar_mortality","1.5% Ramsey",38,114148
"cromar_mortality","1.5% Ramsey",39,120027
"cromar_mortality","1.5% Ramsey",40,30933
"cromar_mortality","1.5% Ramsey",41,86509
"cromar_mortality","1.5% Ramsey",42,61815
"cromar_mortality","1.5% Ramsey",43,67618
"cromar_mortality","1.5% Ramsey",44,126966
"cromar_mortality","1.5% Ramsey",45,95114
"cromar_mortality","1.5% Ramsey",46,49598
"cromar_mortality","1.5% Ramsey",47,46329
"cromar_mortality","1.5% Ramsey",48,58588
"cromar_mortality","1.5% Ramsey",49,62467
"cromar_mortality","1.5% Ramsey",50,47332
"cromar_mortality","1.5% Ramsey",51,51849
"cromar_mortality","1.5% Ramsey",52,77520
"cromar_mortality","1.5% Ramsey",53,56240
"cromar_mortality","1.5% Ramsey",54,54685
"cromar_mortality","1.5% Ramsey",55,59693
"cromar_mortality","1.5% Ramsey",56,72265
"cromar_mortality","1.5% Ramsey",57,133385
"cromar_mortality","1.5% Ramsey",58,74665
"cromar_mortality","1.5% Ramsey",59,45768
"cromar_mortality","1.5% Ramsey",60,92227
"cromar_mortality","1.5% Ramsey",61,91186
"cromar_mortality","1.5% Ramsey",62,107687
"cromar_mortality","1.5% Ramsey",63,45846
"cromar_mortality","1.5% Ramsey",64,36053
"cromar_mortality","1.5% Ramsey",65,61449
